116.48684,39.884814
116.488021,39.879747
116.485389,39.883936
116.484832,39.883147
116.487855,39.881273
116.491259,39.881404
116.486256,39.880684
116.487158,39.883825
116.488645,39.884482
116.489058,39.88003
116.485542,39.884763
116.487895,39.884801
116.487778,39.878999
116.488326,39.880653
116.48706,39.880297
116.489148,39.884091
116.488299,39.880068
116.490545,39.883306
116.490588,39.883838
116.484255,39.883194
116.486357,39.877553
116.488396,39.885132
116.489422,39.882994
116.489822,39.88057
116.489557,39.881546
116.490056,39.87939
116.49028,39.878328
116.488218,39.882641
116.485416,39.882441
116.487141,39.882628
116.490833,39.882268
116.485097,39.880567
116.491628,39.880615
116.492903,39.880934
116.484773,39.879207
116.486215,39.879141
116.487922,39.878023
116.493375,39.879522
116.493092,39.879027
116.492256,39.879702
116.487208,39.880767
116.487635,39.883278
116.488722,39.884977
116.48944,39.8845
